1,63.84383,50.2597,80.42832
2,4.31997,5.29914,43.43545
3,-58.64187,-34.45401,86.09217
4,-27.13951,80.41577,33.3459
5,86.17053,73.32875,-25.4883
6,76.00948,-48.72216,-6.37299
7,-15.31305,-61.02381,-58.62492
8,-13.71072,30.5048,29.73838
9,89.20862,-86.83274,33.14046
10,-22.19001,-19.62056,-78.38289
11,-86.26455,-58.97719,38.68184
12,42.7129,77.46057,-58.90497
13,-36.53238,56.19316,-22.47765
14,63.9877,2.92526,-8.09005
15,41.89117,15.1644,23.92531
16,-18.97233,-63.75763,34.0881
17,-11.72569,-48.78989,-48.18711
18,75.41615,-25.40985,-85.05955
19,-61.76745,52.53979,-61.32477
20,77.77666,9.71548,19.02949
21,59.25756,-58.20009,-27.26447
22,-7.23705,38.34879,80.90592
23,-36.83847,89.83904,34.34712
24,83.355,81.51472,-81.2656
25,-77.27884,-34.4356,81.38504
26,43.6016,-70.01277,-66.36676
27,-2.41966,-2.8757,36.48841
28,39.99725,4.95262,0.1637
29,20.08033,-17.79843,3.36047
30,-86.61968,26.68643,-48.73573
31,-46.71162,78.87048,-65.78192
32,-55.98348,-61.66596,67.27088
33,23.85081,-33.69258,-37.47951
34,50.13747,-20.17668,-89.38643
35,21.59871,52.09126,41.4467
36,-38.02045,63.01502,-6.02684
37,-32.69881,-68.19157,-73.7506
38,-25.85126,-14.56927,-17.33069
39,8.84918,80.07283,24.70758
40,-5.34015,20.94881,71.50467
41,72.33556,25.05776,15.03558
42,-52.95876,-78.48324,-6.27902
43,-64.82425,-75.24887,8.4905
44,-34.58319,-82.81344,66.79621
45,-89.84948,-30.61412,72.81079
46,-72.0474,3.98445,-41.58621
47,-27.50077,5.94505,-63.74238
48,-15.44648,-75.33344,-9.80662
49,-32.88643,-15.87099,-55.60961
50,-79.74926,-5.91037,-44.6793
51,-43.37754,87.24099,-51.39013
52,53.57405,-73.97102,-81.11203
53,-75.12807,7.35423,54.15023
54,74.96031,25.37335,-58.05051
55,-42.56385,-58.25438,-67.24159
56,64.93101,-50.53697,79.44725
57,-47.52042,80.62252,22.29484
58,-1.27721,-71.48462,-70.39377
59,81.51993,10.90058,-15.10673
60,0.40208,79.85937,-23.38574
61,85.76056,-53.35335,30.96576
62,-45.06368,63.49768,45.22138
63,52.39012,-42.73452,51.11458
64,-40.81853,30.52774,-57.93013
65,-23.57493,-34.92662,-19.41534
66,-17.81373,-69.34267,-70.76633
67,28.51348,73.28283,72.86619
68,39.88119,-6.75563,-48.72668
69,62.69454,21.05625,-9.39747
70,-9.49506,-4.81271,-81.22147
71,-11.42206,-30.51855,0.41032
72,-60.53139,-86.04068,-13.13682
73,-57.6724,53.24154,16.16787
74,-59.73777,-64.41772,50.03044
75,-70.37887,28.06792,-52.87223
76,64.77412,88.34556,88.27582
77,-60.24858,-21.14526,17.48086
78,-61.86472,-75.19977,-77.1047
79,18.09419,-79.20519,32.94926
80,25.105,54.58439,-47.64493
81,-82.72757,-38.84383,-4.18101
82,78.21404,53.55683,-50.2359
83,-56.72115,43.05094,-59.82052
84,20.74593,52.35998,-73.67723
85,-37.47489,72.32971,2.76701
86,9.18124,-6.77896,-67.38451
87,-72.39913,-37.42179,-30.40756
88,-50.13398,71.89251,-80.36348
89,57.02948,-45.01222,-26.64746
90,51.10197,-19.51854,-3.65438
91,-18.13753,-67.76617,43.353
92,-73.37446,2.64428,71.0534
93,-19.83655,-80.05698,29.10527
94,-79.12481,-72.63576,-15.5119
95,2.79764,-55.50929,88.22242
96,-62.1745,-85.9624,-84.34037
97,87.04218,6.43004,-86.43965
98,87.57898,7.22052,-45.43447
99,62.37245,70.8282,86.42248
100,21.10474,-38.44673,67.40955
